Timestamp,Interface,Mbps,Latency,Jitter,Loss
14:54:49,Standard Slice (1 Mbps),1.95,801.734,100.089,33.3333
14:54:52,Standard Slice (1 Mbps),2.567,783.945,20.191,0.0
14:54:54,Standard Slice (1 Mbps),2.288,56.367,79.541,0.0
14:54:55,Standard Slice (1 Mbps),0.958,777.519,115.816,0.0
14:54:58,Standard Slice (1 Mbps),2.398,857.307,104.182,0.0
14:55:00,Standard Slice (1 Mbps),2.192,769.873,20.367,0.0
14:55:02,Standard Slice (1 Mbps),2.071,61.591,70.742,0.0
14:55:04,Standard Slice (1 Mbps),1.418,956.106,137.551,0.0
14:55:06,Standard Slice (1 Mbps),2.288,798.647,153.191,0.0
14:55:09,Standard Slice (1 Mbps),2.24,828.078,12.379,0.0
14:55:11,Standard Slice (1 Mbps),1.926,682.901,154.427,0.0
14:55:13,Standard Slice (1 Mbps),2.373,1024.244,100.547,33.3333
14:55:16,Standard Slice (1 Mbps),2.53,782.598,14.498,0.0
14:55:18,Standard Slice (1 Mbps),2.095,0.05,0.001,33.3333
14:55:20,Standard Slice (1 Mbps),1.381,806.233,169.345,0.0
14:55:22,Standard Slice (1 Mbps),2.083,757.196,104.819,33.3333
14:55:25,Standard Slice (1 Mbps),2.543,898.499,15.127,0.0
14:55:27,Standard Slice (1 Mbps),2.071,925.581,106.358,33.3333
14:55:30,Standard Slice (1 Mbps),2.53,891.042,102.228,33.3333
14:55:32,Standard Slice (1 Mbps),2.494,662.606,23.954,0.0
14:55:34,Standard Slice (1 Mbps),1.611,501.271,125.234,33.3333
14:55:37,Standard Slice (1 Mbps),2.325,933.03,6.962,0.0
14:55:39,Standard Slice (1 Mbps),2.397,37.44,52.87,0.0
14:55:41,Standard Slice (1 Mbps),0.196,0.051,0.008,0.0
14:55:42,Standard Slice (1 Mbps),0.002,0.058,0.013,0.0
14:55:48,Video Slice (10 Mbps),0.0,0.219,0.213,0.0
14:55:48,Standard Slice (1 Mbps),0.002,0.064,0.014,0.0
14:55:53,Video Slice (10 Mbps),0.0,0.05,0.004,0.0
14:55:53,Standard Slice (1 Mbps),0.002,0.063,0.016,0.0
14:55:58,Video Slice (10 Mbps),0.0,0.09,0.058,0.0
14:55:58,Standard Slice (1 Mbps),0.002,0.052,0.005,0.0
14:56:04,Video Slice (10 Mbps),0.0,0.048,0.002,0.0
14:56:04,Standard Slice (1 Mbps),0.002,0.058,0.013,0.0
14:56:10,Video Slice (10 Mbps),0.0,0.049,0.003,0.0
14:56:10,Standard Slice (1 Mbps),0.002,0.059,0.011,0.0
14:56:16,Video Slice (10 Mbps),0.0,0.076,0.016,0.0
14:56:16,Standard Slice (1 Mbps),0.002,0.154,0.116,0.0
14:56:21,Video Slice (10 Mbps),0.0,0.05,0.0,0.0
14:56:21,Standard Slice (1 Mbps),0.002,0.046,0.002,0.0
14:56:27,Video Slice (10 Mbps),0.0,0.061,0.019,0.0
14:56:27,Standard Slice (1 Mbps),0.002,0.049,0.003,0.0
14:56:32,Video Slice (10 Mbps),0.0,0.122,0.048,0.0
14:56:32,Standard Slice (1 Mbps),0.002,0.081,0.041,0.0
14:56:38,Video Slice (10 Mbps),0.0,0.047,0.002,0.0
14:56:38,Standard Slice (1 Mbps),0.002,0.049,0.013,0.0
14:56:43,Video Slice (10 Mbps),0.0,0.048,0.003,0.0
14:56:43,Standard Slice (1 Mbps),0.002,0.207,0.138,0.0
14:56:49,Video Slice (10 Mbps),0.0,0.046,0.002,0.0
14:56:49,Standard Slice (1 Mbps),0.002,0.05,0.001,0.0
14:56:55,Video Slice (10 Mbps),0.0,0.072,0.027,0.0
14:56:55,Standard Slice (1 Mbps),0.002,0.081,0.04,0.0
14:57:01,Video Slice (10 Mbps),0.0,0.067,0.017,0.0
14:57:01,Standard Slice (1 Mbps),0.002,0.068,0.017,0.0
14:57:06,Video Slice (10 Mbps),0.0,0.059,0.012,0.0
14:57:06,Standard Slice (1 Mbps),0.002,0.049,0.003,0.0
14:57:12,Video Slice (10 Mbps),0.0,0.079,0.041,0.0
14:57:12,Standard Slice (1 Mbps),0.002,0.047,0.005,0.0
14:57:18,Video Slice (10 Mbps),0.0,0.048,0.004,0.0
14:57:18,Standard Slice (1 Mbps),0.002,0.045,0.005,0.0
14:57:24,Video Slice (10 Mbps),0.0,0.056,0.007,0.0
14:57:24,Standard Slice (1 Mbps),0.002,0.049,0.002,0.0
14:57:30,Video Slice (10 Mbps),0.0,0.073,0.038,0.0
14:57:30,Standard Slice (1 Mbps),0.002,0.048,0.004,0.0
14:57:36,Video Slice (10 Mbps),0.0,0.047,0.003,0.0
14:57:36,Standard Slice (1 Mbps),0.002,0.087,0.026,0.0
14:57:42,Video Slice (10 Mbps),0.0,0.051,0.008,0.0
14:57:42,Standard Slice (1 Mbps),0.002,0.05,0.002,0.0
14:57:48,Video Slice (10 Mbps),0.0,0.068,0.016,0.0
14:57:48,Standard Slice (1 Mbps),0.002,0.07,0.016,0.0
14:57:54,Video Slice (10 Mbps),0.0,0.051,0.001,0.0
14:57:54,Standard Slice (1 Mbps),0.002,0.09,0.055,0.0
14:58:00,Video Slice (10 Mbps),0.0,0.051,0.003,0.0
14:58:00,Standard Slice (1 Mbps),0.002,0.052,0.005,0.0
14:58:06,Video Slice (10 Mbps),0.0,0.053,0.009,0.0
14:58:06,Standard Slice (1 Mbps),0.002,0.049,0.004,0.0
14:58:12,Video Slice (10 Mbps),0.0,0.049,0.0,0.0
14:58:12,Standard Slice (1 Mbps),0.002,0.046,0.002,0.0
14:58:18,Video Slice (10 Mbps),0.0,0.049,0.001,0.0
14:58:18,Standard Slice (1 Mbps),0.002,0.138,0.124,0.0
14:58:24,Video Slice (10 Mbps),0.0,0.049,0.0,0.0
14:58:24,Standard Slice (1 Mbps),0.002,0.063,0.007,0.0
14:58:29,Video Slice (10 Mbps),0.0,0.071,0.028,0.0
14:58:29,Standard Slice (1 Mbps),0.002,0.083,0.049,0.0
14:58:35,Video Slice (10 Mbps),0.0,0.056,0.005,0.0
14:58:35,Standard Slice (1 Mbps),0.002,0.05,0.002,0.0
14:58:41,Video Slice (10 Mbps),0.0,0.195,0.187,0.0
14:58:41,Standard Slice (1 Mbps),0.002,0.099,0.062,0.0
14:58:47,Video Slice (10 Mbps),0.0,0.079,0.038,0.0
14:58:47,Standard Slice (1 Mbps),0.002,0.055,0.004,0.0
14:58:53,Video Slice (10 Mbps),0.0,0.049,0.004,0.0
14:58:53,Standard Slice (1 Mbps),0.002,0.051,0.006,0.0
14:58:59,Video Slice (10 Mbps),0.0,0.051,0.008,0.0
14:58:59,Standard Slice (1 Mbps),0.002,0.051,0.001,0.0
14:59:05,Video Slice (10 Mbps),0.0,0.056,0.011,0.0
14:59:05,Standard Slice (1 Mbps),0.002,0.049,0.0,0.0
14:59:11,Video Slice (10 Mbps),0.0,0.053,0.009,0.0
14:59:11,Standard Slice (1 Mbps),0.002,0.05,0.003,0.0
14:59:17,Video Slice (10 Mbps),0.0,0.047,0.003,0.0
14:59:17,Standard Slice (1 Mbps),0.002,0.051,0.0,0.0
14:59:23,Video Slice (10 Mbps),0.0,0.292,0.339,0.0
14:59:23,Standard Slice (1 Mbps),0.002,0.052,0.002,0.0
14:59:29,Video Slice (10 Mbps),0.0,0.048,0.003,0.0
14:59:29,Standard Slice (1 Mbps),0.002,0.087,0.05,0.0
14:59:35,Video Slice (10 Mbps),0.0,0.052,0.001,0.0
14:59:35,Standard Slice (1 Mbps),0.002,0.052,0.002,0.0
14:59:41,Video Slice (10 Mbps),0.0,0.092,0.059,0.0
14:59:41,Standard Slice (1 Mbps),0.002,0.049,0.004,0.0
14:59:47,Video Slice (10 Mbps),0.0,0.093,0.057,0.0
14:59:47,Standard Slice (1 Mbps),0.002,0.051,0.0,0.0
14:59:53,Video Slice (10 Mbps),0.0,0.049,0.001,0.0
14:59:53,Standard Slice (1 Mbps),0.002,0.063,0.009,0.0
14:59:58,Video Slice (10 Mbps),0.0,0.088,0.053,0.0
14:59:58,Standard Slice (1 Mbps),0.002,0.055,0.008,0.0
15:00:04,Video Slice (10 Mbps),0.0,0.129,0.109,0.0
15:00:04,Standard Slice (1 Mbps),0.002,0.051,0.001,0.0
15:00:10,Video Slice (10 Mbps),0.0,0.059,0.008,0.0
15:00:10,Standard Slice (1 Mbps),0.002,0.105,0.078,0.0
15:00:16,Video Slice (10 Mbps),0.0,0.048,0.001,0.0
15:00:16,Standard Slice (1 Mbps),0.002,0.056,0.009,0.0
15:00:22,Video Slice (10 Mbps),0.0,0.048,0.003,0.0
15:00:22,Standard Slice (1 Mbps),0.002,0.093,0.06,0.0
15:00:28,Video Slice (10 Mbps),0.0,0.049,0.006,0.0
15:00:28,Standard Slice (1 Mbps),0.002,0.066,0.012,0.0
15:00:34,Video Slice (10 Mbps),0.0,0.061,0.019,0.0
15:00:34,Standard Slice (1 Mbps),0.002,0.049,0.002,0.0
15:00:40,Video Slice (10 Mbps),0.0,0.047,0.002,0.0
15:00:40,Standard Slice (1 Mbps),0.002,0.058,0.008,0.0
15:00:46,Video Slice (10 Mbps),0.0,0.052,0.004,0.0
15:00:46,Standard Slice (1 Mbps),0.002,0.048,0.001,0.0
15:00:52,Video Slice (10 Mbps),0.0,0.091,0.057,0.0
15:00:52,Standard Slice (1 Mbps),0.002,0.052,0.006,0.0
15:00:58,Video Slice (10 Mbps),0.0,0.047,0.005,0.0
15:00:58,Standard Slice (1 Mbps),0.002,0.049,0.0,0.0
15:01:04,Video Slice (10 Mbps),0.0,0.054,0.012,0.0
15:01:04,Standard Slice (1 Mbps),0.002,0.053,0.005,0.0
15:01:10,Video Slice (10 Mbps),0.0,0.048,0.005,0.0
15:01:10,Standard Slice (1 Mbps),0.002,0.048,0.001,0.0
15:01:16,Video Slice (10 Mbps),0.0,0.047,0.003,0.0
15:01:16,Standard Slice (1 Mbps),0.002,0.053,0.006,0.0
15:01:21,Video Slice (10 Mbps),0.0,0.095,0.062,0.0
15:01:21,Standard Slice (1 Mbps),0.002,0.049,0.001,0.0
15:01:27,Video Slice (10 Mbps),0.0,0.061,0.011,0.0
15:01:27,Standard Slice (1 Mbps),0.002,0.142,0.132,0.0
15:01:33,Video Slice (10 Mbps),0.0,0.051,0.003,0.0
15:01:33,Standard Slice (1 Mbps),0.002,0.047,0.003,0.0
15:01:39,Video Slice (10 Mbps),0.0,0.054,0.001,0.0
15:01:39,Standard Slice (1 Mbps),0.002,0.057,0.007,0.0
15:01:45,Video Slice (10 Mbps),0.0,0.055,0.01,0.0
15:01:45,Standard Slice (1 Mbps),0.002,0.052,0.008,0.0
15:01:51,Video Slice (10 Mbps),0.0,0.063,0.006,0.0
15:01:51,Standard Slice (1 Mbps),0.002,0.068,0.018,0.0
15:01:57,Video Slice (10 Mbps),0.0,0.069,0.023,0.0
15:01:57,Standard Slice (1 Mbps),0.002,0.055,0.006,0.0
15:02:03,Video Slice (10 Mbps),0.0,0.138,0.121,0.0
15:02:03,Standard Slice (1 Mbps),0.002,0.069,0.012,0.0
15:02:09,Video Slice (10 Mbps),0.0,0.049,0.003,0.0
15:02:09,Standard Slice (1 Mbps),0.002,0.05,0.001,0.0
15:02:15,Video Slice (10 Mbps),0.0,0.061,0.008,0.0
15:02:15,Standard Slice (1 Mbps),0.002,0.049,0.003,0.0
15:02:21,Video Slice (10 Mbps),0.0,0.051,0.008,0.0
15:02:21,Standard Slice (1 Mbps),0.002,0.049,0.004,0.0
15:02:27,Video Slice (10 Mbps),0.0,0.05,0.001,0.0
15:02:27,Standard Slice (1 Mbps),0.002,0.053,0.009,0.0
15:02:33,Video Slice (10 Mbps),0.0,0.047,0.002,0.0
15:02:33,Standard Slice (1 Mbps),0.002,0.05,0.006,0.0
15:02:39,Video Slice (10 Mbps),0.0,0.126,0.098,0.0
15:02:39,Standard Slice (1 Mbps),0.002,0.048,0.003,0.0
15:02:44,Video Slice (10 Mbps),0.0,0.055,0.008,0.0
15:02:44,Standard Slice (1 Mbps),0.002,0.056,0.005,0.0
15:02:50,Video Slice (10 Mbps),0.0,0.057,0.014,0.0
15:02:50,Standard Slice (1 Mbps),0.002,0.054,0.005,0.0
15:02:56,Video Slice (10 Mbps),0.0,0.1,0.056,0.0
15:02:56,Standard Slice (1 Mbps),0.002,0.057,0.014,0.0
15:03:02,Video Slice (10 Mbps),0.0,0.05,0.001,0.0
15:03:02,Standard Slice (1 Mbps),0.002,0.078,0.039,0.0
15:03:08,Video Slice (10 Mbps),0.0,0.051,0.0,0.0
15:03:08,Standard Slice (1 Mbps),0.002,0.071,0.026,0.0
15:03:14,Video Slice (10 Mbps),0.0,0.047,0.003,0.0
15:03:14,Standard Slice (1 Mbps),0.002,0.051,0.002,0.0
15:03:20,Video Slice (10 Mbps),0.0,0.052,0.005,0.0
15:03:20,Standard Slice (1 Mbps),0.002,0.052,0.01,0.0
15:03:26,Video Slice (10 Mbps),0.0,0.07,0.019,0.0
15:03:26,Standard Slice (1 Mbps),0.002,0.331,0.367,0.0
15:03:32,Video Slice (10 Mbps),0.0,0.053,0.006,0.0
15:03:32,Standard Slice (1 Mbps),0.002,0.085,0.054,0.0
15:03:38,Video Slice (10 Mbps),0.0,0.096,0.06,0.0
15:03:38,Standard Slice (1 Mbps),0.002,0.049,0.005,0.0
15:03:44,Video Slice (10 Mbps),0.0,0.085,0.03,0.0
15:03:44,Standard Slice (1 Mbps),0.002,0.05,0.003,0.0
15:03:49,Video Slice (10 Mbps),0.0,0.063,0.01,0.0
15:03:49,Standard Slice (1 Mbps),0.002,0.083,0.037,0.0
15:03:55,Video Slice (10 Mbps),0.0,0.051,0.0,0.0
15:03:55,Standard Slice (1 Mbps),0.002,0.049,0.0,0.0
15:04:01,Video Slice (10 Mbps),0.0,0.049,0.003,0.0
15:04:01,Standard Slice (1 Mbps),0.002,0.07,0.018,0.0
15:04:07,Video Slice (10 Mbps),0.0,0.051,0.008,0.0
15:04:07,Standard Slice (1 Mbps),0.002,0.064,0.016,0.0
15:04:13,Video Slice (10 Mbps),0.0,0.065,0.021,0.0
15:04:13,Standard Slice (1 Mbps),0.002,0.048,0.003,0.0
15:04:19,Video Slice (10 Mbps),0.0,0.057,0.009,0.0
15:04:19,Standard Slice (1 Mbps),0.002,0.095,0.061,0.0
15:04:25,Video Slice (10 Mbps),0.0,0.054,0.004,0.0
15:04:25,Standard Slice (1 Mbps),0.002,0.049,0.002,0.0
15:04:31,Video Slice (10 Mbps),0.0,0.121,0.099,0.0
15:04:31,Standard Slice (1 Mbps),0.002,0.089,0.061,0.0
15:04:37,Video Slice (10 Mbps),0.0,0.049,0.003,0.0
15:04:37,Standard Slice (1 Mbps),0.002,0.056,0.007,0.0
15:04:43,Video Slice (10 Mbps),0.0,0.063,0.009,0.0
15:04:43,Standard Slice (1 Mbps),0.002,0.057,0.003,0.0
15:04:49,Video Slice (10 Mbps),0.0,0.07,0.019,0.0
15:04:49,Standard Slice (1 Mbps),0.002,0.054,0.005,0.0
15:04:55,Video Slice (10 Mbps),0.0,0.051,0.001,0.0
15:04:55,Standard Slice (1 Mbps),0.002,0.049,0.003,0.0
15:05:01,Video Slice (10 Mbps),0.0,0.048,0.0,0.0
15:05:01,Standard Slice (1 Mbps),0.002,0.046,0.004,0.0
15:05:07,Video Slice (10 Mbps),0.0,0.052,0.004,0.0
15:05:07,Standard Slice (1 Mbps),0.002,0.051,0.003,0.0
15:05:12,Video Slice (10 Mbps),0.0,0.053,0.002,0.0
15:05:12,Standard Slice (1 Mbps),0.002,0.054,0.002,0.0
15:05:18,Video Slice (10 Mbps),0.0,0.051,0.007,0.0
15:05:18,Standard Slice (1 Mbps),0.002,0.059,0.009,0.0
15:05:24,Video Slice (10 Mbps),0.0,0.054,0.008,0.0
15:05:24,Standard Slice (1 Mbps),0.002,0.05,0.0,0.0
15:05:30,Video Slice (10 Mbps),0.0,0.053,0.005,0.0
15:05:30,Standard Slice (1 Mbps),0.002,0.045,0.001,0.0
15:05:36,Video Slice (10 Mbps),0.0,0.051,0.005,0.0
15:05:36,Standard Slice (1 Mbps),0.002,0.071,0.032,0.0
15:05:42,Video Slice (10 Mbps),0.0,0.048,0.003,0.0
15:05:42,Standard Slice (1 Mbps),0.002,0.048,0.004,0.0
15:05:48,Video Slice (10 Mbps),0.0,0.049,0.001,0.0
15:05:48,Standard Slice (1 Mbps),0.002,0.053,0.001,0.0
15:05:54,Video Slice (10 Mbps),0.0,0.05,0.003,0.0
15:05:54,Standard Slice (1 Mbps),0.002,0.052,0.002,0.0
15:06:00,Video Slice (10 Mbps),0.0,0.052,0.003,0.0
15:06:00,Standard Slice (1 Mbps),0.002,0.052,0.008,0.0
15:06:06,Video Slice (10 Mbps),0.0,0.047,0.002,0.0
15:06:06,Standard Slice (1 Mbps),0.002,0.052,0.007,0.0
15:06:12,Video Slice (10 Mbps),0.0,0.05,0.0,0.0
15:06:12,Standard Slice (1 Mbps),0.002,0.046,0.003,0.0
15:06:18,Video Slice (10 Mbps),0.0,0.051,0.002,0.0
15:06:18,Standard Slice (1 Mbps),0.002,0.048,0.005,0.0
15:06:24,Video Slice (10 Mbps),0.0,0.047,0.003,0.0
15:06:24,Standard Slice (1 Mbps),0.002,0.088,0.057,0.0
15:06:30,Video Slice (10 Mbps),0.0,0.056,0.016,0.0
15:06:30,Standard Slice (1 Mbps),0.002,0.243,0.275,0.0
15:06:35,Video Slice (10 Mbps),0.0,0.05,0.002,0.0
15:06:35,Standard Slice (1 Mbps),0.002,0.049,0.005,0.0
15:06:41,Video Slice (10 Mbps),0.0,0.054,0.011,0.0
15:06:41,Standard Slice (1 Mbps),0.002,0.046,0.003,0.0
15:06:47,Video Slice (10 Mbps),0.0,0.084,0.047,0.0
15:06:47,Standard Slice (1 Mbps),0.002,0.05,0.004,0.0
15:06:52,Video Slice (10 Mbps),0.0,0.057,0.001,0.0
15:06:52,Standard Slice (1 Mbps),0.002,0.059,0.011,0.0
15:06:58,Video Slice (10 Mbps),0.0,0.056,0.008,0.0
15:06:58,Standard Slice (1 Mbps),0.002,0.047,0.004,0.0
15:07:04,Video Slice (10 Mbps),0.0,0.051,0.0,0.0
15:07:04,Standard Slice (1 Mbps),0.002,0.048,0.003,0.0
15:07:10,Video Slice (10 Mbps),0.0,0.06,0.008,0.0
15:07:10,Standard Slice (1 Mbps),0.002,0.093,0.054,0.0
15:07:16,Video Slice (10 Mbps),0.0,0.07,0.018,0.0
15:07:16,Standard Slice (1 Mbps),0.002,0.091,0.047,0.0
15:07:22,Video Slice (10 Mbps),0.0,0.052,0.001,0.0
15:07:22,Standard Slice (1 Mbps),0.002,0.114,0.075,0.0
15:07:28,Video Slice (10 Mbps),0.0,0.052,0.0,0.0
15:07:28,Standard Slice (1 Mbps),0.002,0.077,0.023,0.0
15:07:34,Video Slice (10 Mbps),0.0,0.052,0.0,0.0
15:07:34,Standard Slice (1 Mbps),0.002,0.079,0.03,0.0
15:07:40,Video Slice (10 Mbps),0.0,0.054,0.002,0.0
15:07:40,Standard Slice (1 Mbps),0.002,0.097,0.054,0.0
15:07:46,Video Slice (10 Mbps),0.0,0.227,0.163,0.0
15:07:46,Standard Slice (1 Mbps),0.002,0.059,0.008,0.0
15:07:52,Video Slice (10 Mbps),0.0,0.07,0.026,0.0
15:07:52,Standard Slice (1 Mbps),0.002,0.085,0.047,0.0
15:07:58,Video Slice (10 Mbps),0.0,0.05,0.003,0.0
15:07:58,Standard Slice (1 Mbps),0.002,0.051,0.0,0.0
15:08:04,Video Slice (10 Mbps),0.0,0.135,0.06,0.0
15:08:04,Standard Slice (1 Mbps),0.002,0.049,0.003,0.0
15:08:09,Video Slice (10 Mbps),0.0,0.056,0.014,0.0
15:08:09,Standard Slice (1 Mbps),0.002,0.057,0.012,0.0
15:08:15,Video Slice (10 Mbps),0.0,0.063,0.01,0.0
15:08:15,Standard Slice (1 Mbps),0.002,0.054,0.004,0.0
15:08:21,Video Slice (10 Mbps),0.0,0.047,0.002,0.0
15:08:21,Standard Slice (1 Mbps),0.002,0.046,0.003,0.0
15:08:27,Video Slice (10 Mbps),0.0,0.048,0.002,0.0
15:08:27,Standard Slice (1 Mbps),0.002,0.05,0.006,0.0
15:08:33,Video Slice (10 Mbps),0.0,0.049,0.002,0.0
15:08:33,Standard Slice (1 Mbps),0.002,0.05,0.001,0.0
15:08:39,Video Slice (10 Mbps),0.0,0.09,0.059,0.0
15:08:39,Standard Slice (1 Mbps),0.002,0.053,0.004,0.0
15:08:45,Video Slice (10 Mbps),0.0,0.05,0.003,0.0
15:08:45,Standard Slice (1 Mbps),0.002,0.059,0.013,0.0
15:08:51,Video Slice (10 Mbps),0.0,0.052,0.004,0.0
15:08:51,Standard Slice (1 Mbps),0.002,0.06,0.009,0.0
15:08:57,Video Slice (10 Mbps),0.0,0.338,0.407,0.0
15:08:57,Standard Slice (1 Mbps),0.002,0.047,0.002,0.0
15:09:03,Video Slice (10 Mbps),0.0,0.097,0.049,0.0
15:09:03,Standard Slice (1 Mbps),0.002,0.053,0.009,0.0
15:09:09,Video Slice (10 Mbps),0.0,0.049,0.001,0.0
15:09:09,Standard Slice (1 Mbps),0.002,0.047,0.003,0.0
15:09:15,Video Slice (10 Mbps),0.0,0.062,0.009,0.0
15:09:15,Standard Slice (1 Mbps),0.002,0.049,0.004,0.0
15:09:21,Video Slice (10 Mbps),0.0,0.047,0.003,0.0
